Id,y
32798,6
32799,6
32800,7
32801,9
32802,6
32803,5
32804,9
32805,7
32806,7
32807,7
32808,4
32809,8
32810,6
32811,7
32812,3
32813,6
32814,8
32815,8
32816,6
32817,9
32818,2
32819,2
32820,6
32821,6
32822,9
32823,8
32824,1
32825,6
32826,4
32827,6
32828,8
32829,3
32830,8
32831,7
32832,9
32833,6
32834,6
32835,6
32836,6
32837,9
32838,5
32839,9
32840,7
32841,8
32842,6
32843,9
32844,8
32845,9
32846,7
32847,2
32848,8
32849,8
32850,8
32851,9
32852,0
32853,8
32854,4
32855,5
32856,6
32857,8
32858,9
32859,9
32860,2
32861,2
32862,7
32863,9
32864,4
32865,2
32866,5
32867,4
32868,6
32869,9
32870,7
32871,9
32872,4
32873,2
32874,8
32875,7
32876,6
32877,7
32878,7
32879,9
32880,7
32881,2
32882,8
32883,6
32884,8
32885,5
32886,6
32887,2
32888,2
32889,6
32890,1
32891,9
32892,3
32893,3
32894,9
32895,0
32896,2
32897,2
32898,7
32899,8
32900,5
32901,7
32902,7
32903,6
32904,8
32905,5
32906,7
32907,9
32908,8
32909,7
32910,5
32911,6
32912,9
32913,8
32914,6
32915,3
32916,9
32917,6
32918,6
32919,7
32920,9
32921,0
32922,1
32923,8
32924,7
32925,4
32926,6
32927,6
32928,7
32929,3
32930,2
32931,0
32932,8
32933,6
32934,9
32935,3
32936,9
32937,8
32938,1
32939,8
32940,3
32941,8
32942,8
32943,4
32944,0
32945,8
32946,7
32947,7
32948,7
32949,9
32950,7
32951,8
32952,2
32953,8
32954,9
32955,2
32956,6
32957,6
32958,7
32959,9
32960,7
32961,7
32962,5
32963,6
32964,6
32965,9
32966,8
32967,2
32968,6
32969,1
32970,5
32971,8
32972,7
32973,2
32974,6
32975,6
32976,6
32977,0
32978,8
32979,0
32980,7
32981,7
32982,8
32983,2
32984,8
32985,7
32986,2
32987,7
32988,7
32989,4
32990,2
32991,7
32992,2
32993,7
32994,8
32995,6
32996,2
32997,5
32998,0
32999,0
33000,6
33001,9
33002,2
33003,2
33004,8
33005,8
33006,8
33007,9
33008,4
33009,7
33010,8
33011,0
33012,7
33013,0
33014,8
33015,9
33016,7
33017,8
33018,3
33019,7
33020,5
33021,8
33022,1
33023,6
33024,0
33025,1
33026,8
33027,4
33028,8
33029,2
33030,2
33031,8
33032,5
33033,9
33034,4
33035,4
33036,7
33037,6
33038,7
33039,1
33040,8
33041,6
33042,1
33043,3
33044,9
33045,8
33046,8
33047,2
33048,8
33049,4
33050,8
33051,6
33052,8
33053,9
33054,6
33055,6
33056,8
33057,8
33058,8
33059,7
33060,4
33061,8
33062,2
33063,9
33064,4
33065,2
33066,8
33067,8
33068,2
33069,9
33070,0
33071,0
33072,7
33073,4
33074,8
33075,8
33076,5
33077,5
33078,6
33079,7
33080,9
33081,8
33082,6
33083,8
33084,6
33085,7
33086,9
33087,7
33088,7
33089,7
33090,8
33091,2
33092,8
33093,7
33094,2
33095,6
33096,0
33097,3
33098,5
33099,8
33100,8
33101,8
33102,6
33103,4
33104,5
33105,9
33106,7
33107,7
33108,8
33109,7
33110,3
33111,2
33112,7
33113,9
33114,5
33115,4
33116,5
33117,8
33118,6
33119,8
33120,8
33121,8
33122,5
33123,4
33124,6
33125,8
33126,9
33127,4
33128,9
33129,0
33130,8
33131,0
33132,1
33133,7
33134,7
33135,8
33136,8
33137,2
33138,9
33139,6
33140,9
33141,6
33142,8
33143,7
33144,1
33145,8
33146,7
33147,7
33148,8
33149,9
33150,5
33151,7
33152,7
33153,9
33154,7
33155,8
33156,7
33157,1
33158,6
33159,2
33160,3
33161,8
33162,2
33163,5
33164,8
33165,7
33166,7
33167,8
33168,7
33169,6
33170,9
33171,8
33172,1
33173,6
33174,0
33175,5
33176,7
33177,6
33178,4
33179,6
33180,5
33181,6
33182,2
33183,2
33184,8
33185,2
33186,8
33187,6
33188,0
33189,7
33190,1
33191,3
33192,9
33193,8
33194,9
33195,6
33196,9
33197,6
33198,2
33199,4
33200,6
33201,2
33202,9
33203,8
33204,0
33205,9
33206,8
33207,6
33208,4
33209,7
33210,0
33211,4
33212,9
33213,4
33214,8
33215,8
33216,7
33217,2
33218,8
33219,7
33220,8
33221,6
33222,8
33223,8
33224,6
33225,9
33226,2
33227,8
33228,7
33229,9
33230,6
33231,8
33232,2
33233,8
33234,2
33235,8
33236,8
33237,6
33238,6
33239,0
33240,9
33241,8
33242,7
33243,9
33244,8
33245,7
33246,6
33247,1
33248,9
33249,7
33250,3
33251,9
33252,7
33253,8
33254,9
33255,8
33256,8
33257,9
33258,2
33259,7
33260,7
33261,6
33262,9
33263,2
33264,5
33265,9
33266,4
33267,2
33268,8
33269,8
33270,7
33271,6
33272,0
33273,8
33274,7
33275,9
33276,1
33277,8
33278,8
33279,9
33280,7
33281,2
33282,4
33283,8
33284,3
33285,0
33286,8
33287,2
33288,7
33289,6
33290,0
33291,7
33292,7
33293,5
33294,7
33295,7
33296,0
33297,7
33298,9
33299,6
33300,2
33301,5
33302,2
33303,3
33304,8
33305,2
33306,8
33307,8
33308,7
33309,9
33310,9
33311,9
33312,2
33313,5
33314,6
33315,6
33316,2
33317,6
33318,6
33319,9
33320,8
33321,2
33322,8
33323,9
33324,3
33325,6
33326,9
33327,6
33328,3
33329,5
33330,3
33331,8
33332,9
33333,8
33334,7
33335,0
33336,6
33337,7
33338,7
33339,7
33340,6
33341,7
33342,9
33343,6
33344,6
33345,8
33346,5
33347,7
33348,2
33349,2
33350,3
33351,2
33352,7
33353,6
33354,8
33355,9
33356,6
33357,8
33358,2
33359,7
33360,5
33361,8
33362,9
33363,9
33364,4
33365,8
33366,8
33367,6
33368,1
33369,6
33370,2
33371,8
33372,7
33373,6
33374,9
33375,6
33376,1
33377,6
33378,9
33379,8
33380,6
33381,8
33382,5
33383,5
33384,6
33385,7
33386,0
33387,2
33388,8
33389,6
33390,5
33391,9
33392,2
33393,2
33394,7
33395,2
33396,0
33397,8
33398,7
33399,5
33400,6
33401,8
33402,8
33403,6
33404,6
33405,8
33406,8
33407,2
33408,5
33409,6
33410,5
33411,6
33412,1
33413,7
33414,7
33415,8
33416,4
33417,2
33418,0
33419,5
33420,9
33421,8
33422,1
33423,8
33424,9
33425,7
33426,7
33427,9
33428,0
33429,7
33430,1
33431,4
33432,2
33433,7
33434,9
33435,7
33436,6
33437,6
33438,0
33439,8
33440,7
33441,8
33442,5
33443,7
33444,4
33445,9
33446,8
33447,2
33448,8
33449,2
33450,9
33451,4
33452,9
33453,9
33454,0
33455,8
33456,9
33457,1
33458,6
33459,8
33460,8
33461,8
33462,1
33463,9
33464,7
33465,8
33466,9
33467,2
33468,9
33469,6
33470,6
33471,6
33472,8
33473,9
33474,6
33475,5
33476,6
33477,8
33478,1
33479,7
33480,1
33481,7
33482,7
33483,2
33484,5
33485,5
33486,0
33487,0
33488,5
33489,7
33490,8
33491,7
33492,6
33493,6
33494,1
33495,6
33496,8
33497,6
33498,9
33499,2
33500,9
33501,8
33502,7
33503,2
33504,9
33505,9
33506,8
33507,3
33508,7
33509,7
33510,8
33511,6
33512,7
33513,7
33514,9
33515,8
33516,7
33517,7
33518,6
33519,7
33520,6
33521,8
33522,6
33523,1
33524,6
33525,6
33526,4
33527,7
33528,6
33529,7
33530,8
33531,0
33532,0
33533,4
33534,6
33535,9
33536,6
33537,7
33538,7
33539,5
33540,7
33541,4
33542,8
33543,1
33544,8
33545,5
33546,1
33547,3
33548,8
33549,5
33550,8
33551,0
33552,5
33553,1
33554,3
33555,8
33556,0
33557,4
33558,8
33559,7
33560,8
33561,9
33562,3
33563,9
33564,8
33565,8
33566,9
33567,9
33568,2
33569,9
33570,0
33571,2
33572,8
33573,8
33574,8
33575,6
33576,8
33577,8
33578,6
33579,7
33580,4
33581,5
33582,8
33583,9
33584,7
33585,8
33586,8
33587,4
33588,6
33589,5
33590,5
33591,2
33592,6
33593,9
33594,9
33595,9
33596,9
33597,1
33598,0
33599,4
33600,7
33601,9
33602,0
33603,8
33604,5
33605,7
33606,6
33607,3
33608,8
33609,6
33610,9
33611,2
33612,4
33613,2
33614,7
33615,8
33616,6
33617,8
33618,3
33619,8
33620,9
33621,3
33622,8
33623,7
33624,9
33625,7
33626,8
33627,4
33628,0
33629,2
33630,9
33631,8
33632,8
33633,8
33634,8
33635,8
33636,8
33637,8
33638,8
33639,8
33640,1
33641,7
33642,8
33643,2
33644,0
33645,9
33646,2
33647,6
33648,8
33649,6
33650,4
33651,4
33652,0
33653,8
33654,9
33655,8
33656,7
33657,2
33658,9
33659,6
33660,8
33661,7
33662,9
33663,7
33664,0
33665,5
33666,7
33667,8
33668,9
33669,0
33670,5
33671,5
33672,7
33673,8
33674,7
33675,5
33676,0
33677,7
33678,6
33679,9
33680,5
33681,3
33682,6
33683,2
33684,0
33685,4
33686,7
33687,6
33688,2
33689,8
33690,9
33691,9
33692,8
33693,2
33694,8
33695,6
33696,6
33697,9
33698,9
33699,3
33700,4
33701,7
33702,5
33703,2
33704,8
33705,8
33706,5
33707,4
33708,3
33709,1
33710,6
33711,6
33712,9
33713,2
33714,3
33715,6
33716,2
33717,2
33718,8
33719,0
33720,9
33721,9
33722,3
33723,3
33724,7
33725,8
33726,5
33727,7
33728,7
33729,6
33730,6
33731,7
33732,8
33733,9
33734,8
33735,9
33736,1
33737,6
33738,8
33739,1
33740,3
33741,1
33742,7
33743,0
33744,4
33745,6
33746,6
33747,5
33748,9
33749,7
33750,6
33751,7
33752,9
33753,6
33754,8
33755,7
33756,7
33757,6
33758,7
33759,4
33760,6
33761,8
33762,3
33763,7
33764,6
33765,8
33766,6
33767,4
33768,8
33769,9
33770,3
33771,0
33772,8
33773,7
33774,9
33775,0
33776,9
33777,8
33778,2
33779,7
33780,9
33781,4
33782,7
33783,8
33784,8
33785,5
33786,8
33787,2
33788,7
33789,8
33790,9
33791,9
33792,9
33793,7
33794,3
33795,8
33796,6
33797,7
33798,7
33799,7
33800,8
33801,7
33802,5
33803,2
33804,5
33805,6
33806,6
33807,7
33808,9
33809,4
33810,8
33811,6
33812,6
33813,8
33814,5
33815,7
33816,9
33817,5
33818,8
33819,5
33820,9
33821,1
33822,8
33823,6
33824,8
33825,0
33826,2
33827,5
33828,5
33829,5
33830,3
33831,5
33832,8
33833,2
33834,8
33835,8
33836,7
33837,8
33838,5
33839,9
33840,9
33841,6
33842,7
33843,9
33844,6
33845,7
33846,6
33847,9
33848,8
33849,7
33850,8
33851,2
33852,6
33853,5
33854,1
33855,8
33856,1
33857,5
33858,9
33859,2
33860,3
33861,9
33862,8
33863,6
33864,0
33865,6
33866,7
33867,6
33868,2
33869,9
33870,1
33871,2
33872,8
33873,8
33874,6
33875,7
33876,7
33877,5
33878,5
33879,8
33880,8
33881,0
33882,8
33883,0
33884,8
33885,4
33886,2
33887,9
33888,7
33889,9
33890,9
33891,7
33892,6
33893,6
33894,0
33895,7
33896,7
33897,8
33898,8
33899,1
33900,5
33901,6
33902,2
33903,8
33904,2
33905,6
33906,9
33907,6
33908,2
33909,7
33910,7
33911,9
33912,2
33913,9
33914,6
33915,6
33916,9
33917,5
33918,6
33919,2
33920,9
33921,4
33922,7
33923,2
33924,7
33925,8
33926,7
33927,2
33928,8
33929,6
33930,8
33931,2
33932,9
33933,1
33934,6
33935,8
33936,9
33937,7
33938,6
33939,6
33940,8
33941,6
33942,5
33943,6
33944,2
33945,7
33946,9
33947,9
33948,7
33949,6
33950,8
33951,8
33952,7
33953,4
33954,7
33955,4
33956,2
33957,8
33958,2
33959,8
33960,9
33961,2
33962,6
33963,6
33964,7
33965,0
33966,8
33967,0
33968,6
33969,9
33970,9
33971,7
33972,2
33973,7
33974,9
33975,6
33976,3
33977,1
33978,3
33979,5
33980,3
33981,4
33982,6
33983,6
33984,9
33985,6
33986,5
33987,8
33988,7
33989,2
33990,7
33991,4
33992,6
33993,6
33994,8
33995,8
33996,6
33997,1
33998,2
33999,3
34000,9
34001,7
34002,2
34003,9
34004,2
34005,8
34006,4
34007,4
34008,5
34009,7
34010,7
34011,8
34012,9
34013,9
34014,9
34015,4
34016,0
34017,4
34018,5
34019,4
34020,3
34021,0
34022,1
34023,6
34024,9
34025,7
34026,2
34027,8
34028,3
34029,7
34030,6
34031,7
34032,7
34033,9
34034,7
34035,8
34036,7
34037,8
34038,1
34039,4
34040,7
34041,8
34042,8
34043,4
34044,8
34045,6
34046,4
34047,9
34048,3
34049,1
34050,5
34051,4
34052,9
34053,3
34054,7
34055,9
34056,0
34057,3
34058,8
34059,9
34060,5
34061,2
34062,6
34063,0
34064,9
34065,8
34066,2
34067,8
34068,8
34069,6
34070,8
34071,7
34072,9
34073,5
34074,8
34075,2
34076,1
34077,8
34078,7
34079,9
34080,8
34081,7
34082,8
34083,2
34084,8
34085,5
34086,9
34087,9
34088,2
34089,5
34090,4
34091,7
34092,7
34093,1
34094,8
34095,2
34096,9
34097,9
34098,8
34099,7
34100,9
34101,7
34102,7
34103,6
34104,6
34105,7
34106,1
34107,8
34108,6
34109,6
34110,7
34111,5
34112,2
34113,6
34114,8
34115,8
34116,2
34117,2
34118,9
34119,4
34120,8
34121,6
34122,6
34123,5
34124,1
34125,8
34126,2
34127,9
34128,6
34129,9
34130,9
34131,0
34132,6
34133,7
34134,8
34135,6
34136,0
34137,2
34138,2
34139,8
34140,8
34141,8
34142,8
34143,6
34144,2
34145,8
34146,8
34147,8
34148,9
34149,7
34150,0
34151,9
34152,8
34153,2
34154,0
34155,4
34156,6
34157,2
34158,8
34159,8
34160,4
34161,9
34162,6
34163,8
34164,6
34165,2
34166,7
34167,7
34168,3
34169,1
34170,5
34171,2
34172,2
34173,2
34174,7
34175,7
34176,6
34177,7
34178,2
34179,6
34180,6
34181,5
34182,6
34183,7
34184,4
34185,2
34186,6
34187,3
34188,7
34189,5
34190,9
34191,1
34192,6
34193,5
34194,0
34195,9
34196,5
34197,8
34198,8
34199,9
34200,9
34201,6
34202,7
34203,9
34204,7
34205,9
34206,2
34207,9
34208,6
34209,5
34210,2
34211,5
34212,9
34213,9
34214,3
34215,5
34216,6
34217,3
34218,4
34219,8
34220,1
34221,9
34222,9
34223,8
34224,6
34225,8
34226,7
34227,2
34228,6
34229,6
34230,8
34231,9
34232,9
34233,7
34234,9
34235,6
34236,5
34237,5
34238,8
34239,5
34240,9
34241,4
34242,9
34243,2
34244,9
34245,4
34246,6
34247,8
34248,6
34249,8
34250,9
34251,8
34252,9
34253,8
34254,9
34255,0
34256,7
34257,7
34258,4
34259,9
34260,2
34261,8
34262,7
34263,8
34264,1
34265,9
34266,7
34267,8
34268,6
34269,6
34270,9
34271,8
34272,9
34273,3
34274,6
34275,2
34276,8
34277,2
34278,5
34279,2
34280,6
34281,9
34282,2
34283,9
34284,8
34285,4
34286,8
34287,9
34288,2
34289,6
34290,9
34291,3
34292,6
34293,8
34294,9
34295,9
34296,6
34297,2
34298,8
34299,6
34300,8
34301,7
34302,9
34303,8
34304,5
34305,6
34306,0
34307,9
34308,4
34309,9
34310,2
34311,6
34312,9
34313,6
34314,6
34315,6
34316,7
34317,7
34318,6
34319,4
34320,9
34321,8
34322,9
34323,8
34324,9
34325,7
34326,9
34327,1
34328,9
34329,6
34330,1
34331,9
34332,7
34333,6
34334,9
34335,9
34336,2
34337,7
34338,6
34339,7
34340,8
34341,8
34342,9
34343,0
34344,5
34345,8
34346,6
34347,5
34348,5
34349,7
34350,2
34351,6
34352,1
34353,3
34354,5
34355,9
34356,9
34357,2
34358,5
34359,2
34360,9
34361,6
34362,2
34363,5
34364,7
34365,8
34366,2
34367,8
34368,0
34369,6
34370,8
34371,3
34372,6
34373,6
34374,6
34375,7
34376,6
34377,8
34378,8
34379,8
34380,6
34381,9
34382,7
34383,9
34384,8
34385,4
34386,2
34387,5
34388,3
34389,5
34390,7
34391,9
34392,8
34393,6
34394,8
34395,8
34396,4
34397,9
34398,8
34399,8
34400,2
34401,5
34402,2
34403,8
34404,7
34405,5
34406,7
34407,5
34408,7
34409,2
34410,1
34411,6
34412,8
34413,0
34414,0
34415,3
34416,8
34417,4
34418,6
34419,7
34420,7
34421,6
34422,8
34423,7
34424,9
34425,7
34426,6
34427,0
34428,7
34429,1
34430,7
34431,6
34432,6
34433,6
34434,6
34435,8
34436,0
34437,8
34438,5
34439,8
34440,8
34441,6
34442,8
34443,8
34444,7
34445,6
34446,4
34447,3
34448,8
34449,5
34450,6
34451,0
34452,8
34453,6
34454,4
34455,8
34456,2
34457,3
34458,1
34459,2
34460,6
34461,8
34462,2
34463,0
34464,8
34465,8
34466,6
34467,5
34468,8
34469,5
34470,7
34471,5
34472,8
34473,9
34474,2
34475,9
34476,8
34477,7
34478,9
34479,7
34480,8
34481,2
34482,2
34483,6
34484,5
34485,7
34486,7
34487,0
34488,7
34489,7
34490,8
34491,6
34492,3
34493,7
34494,9
34495,4
34496,5
34497,7
34498,8
34499,7
34500,2
34501,7
34502,7
34503,0
34504,9
34505,0
34506,6
34507,0
34508,2
34509,9
34510,4
34511,6
34512,6
34513,5
34514,8
34515,2
34516,2
34517,0
34518,3
34519,6
34520,6
34521,1
34522,6
34523,7
34524,6
34525,8
34526,3
34527,6
34528,6
34529,6
34530,2
34531,5
34532,5
34533,8
34534,7
34535,8
34536,9
34537,6
34538,8
34539,8
34540,9
34541,5
34542,7
34543,2
34544,6
34545,5
34546,3
34547,5
34548,8
34549,9
34550,9
34551,6
34552,4
34553,6
34554,5
34555,9
34556,9
34557,9
34558,7
34559,7
34560,5
34561,6
34562,7
34563,9
34564,3
34565,7
34566,4
34567,6
34568,8
34569,7
34570,0
34571,8
34572,8
34573,8
34574,7
34575,5
34576,5
34577,8
34578,2
34579,6
34580,8
34581,5
34582,9
34583,6
34584,7
34585,5
34586,8
34587,5
34588,6
34589,8
34590,6
34591,2
34592,8
34593,9
34594,1
34595,8
34596,9
34597,6
34598,7
34599,6
34600,8
34601,8
34602,2
34603,9
34604,6
34605,8
34606,7
34607,9
34608,2
34609,4
34610,7
34611,2
34612,7
34613,7
34614,4
34615,8
34616,8
34617,7
34618,8
34619,5
34620,7
34621,6
34622,7
34623,3
34624,7
34625,8
34626,4
34627,7
34628,9
34629,2
34630,2
34631,6
34632,8
34633,7
34634,9
34635,9
34636,7
34637,8
34638,8
34639,9
34640,8
34641,6
34642,4
34643,9
34644,9
34645,9
34646,9
34647,8
34648,7
34649,6
34650,5
34651,8
34652,8
34653,0
34654,2
34655,7
34656,9
34657,2
34658,8
34659,1
34660,8
34661,9
34662,4
34663,6
34664,4
34665,7
34666,2
34667,9
34668,2
34669,0
34670,3
34671,8
34672,0
34673,2
34674,5
34675,6
34676,4
34677,6
34678,7
34679,9
34680,3
34681,9
34682,8
34683,9
34684,6
34685,1
34686,3
34687,4
34688,4
34689,7
34690,3
34691,6
34692,1
34693,9
34694,2
34695,6
34696,9
34697,9
34698,8
34699,5
34700,6
34701,5
34702,8
34703,8
34704,6
34705,8
34706,8
34707,9
34708,8
34709,6
34710,7
34711,7
34712,4
34713,1
34714,8
34715,7
34716,7
34717,5
34718,7
34719,6
34720,1
34721,1
34722,1
34723,7
34724,9
34725,4
34726,8
34727,9
34728,7
34729,5
34730,8
34731,2
34732,7
34733,7
34734,5
34735,7
34736,9
34737,8
34738,4
34739,2
34740,2
34741,9
34742,9
34743,3
34744,6
34745,8
34746,5
34747,6
34748,9
34749,1
34750,7
34751,2
34752,5
34753,9
34754,5
34755,7
34756,6
34757,8
34758,6
34759,7
34760,9
34761,8
34762,9
34763,5
34764,0
34765,2
34766,8
34767,9
34768,6
34769,7
34770,8
34771,7
34772,2
34773,8
34774,2
34775,5
34776,8
34777,5
34778,8
34779,0
34780,9
34781,6
34782,8
34783,9
34784,7
34785,1
34786,3
34787,8
34788,4
34789,1
34790,8
34791,9
34792,9
34793,6
34794,6
34795,5
34796,4
34797,8
34798,9
34799,6
34800,4
34801,9
34802,9
34803,6
34804,4
34805,6
34806,6
34807,6
34808,8
34809,9
34810,8
34811,8
34812,8
34813,8
34814,0
34815,7
34816,9
34817,2
34818,1
34819,6
34820,9
34821,9
34822,6
34823,1
34824,2
34825,2
34826,8
34827,0
34828,8
34829,6
34830,4
34831,9
34832,9
34833,6
34834,9
34835,5
34836,8
34837,9
34838,8
34839,8
34840,9
34841,4
34842,8
34843,4
34844,5
34845,7
34846,2
34847,2
34848,4
34849,6
34850,9
34851,0
34852,7
34853,8
34854,0
34855,9
34856,7
34857,6
34858,0
34859,6
34860,6
34861,8
34862,2
34863,2
34864,9
34865,7
34866,7
34867,0
34868,0
34869,9
34870,7
34871,6
34872,9
34873,6
34874,8
34875,6
34876,9
34877,7
34878,5
34879,8
34880,6
34881,6
34882,8
34883,6
34884,5
34885,5
34886,8
34887,9
34888,5
34889,5
34890,1
34891,1
34892,6
34893,6
34894,6
34895,1
34896,0
34897,6
34898,5
34899,7
34900,6
34901,6
34902,0
34903,8
34904,7
34905,9
34906,6
34907,8
34908,8
34909,8
34910,8
34911,1
34912,2
34913,8
34914,9
34915,9
34916,2
34917,3
34918,6
34919,2
34920,5
34921,2
34922,7
34923,8
34924,7
34925,6
34926,7
34927,8
34928,8
34929,5
34930,8
34931,1
34932,6
34933,8
34934,2
34935,8
34936,6
34937,7
34938,9
34939,9
34940,7
34941,8
34942,8
34943,5
34944,7
34945,7
34946,9
34947,9
34948,2
34949,8
34950,2
34951,9
34952,8
34953,7
34954,9
34955,9
34956,4
34957,9
34958,2
34959,9
34960,7
34961,0
34962,8
34963,8
34964,2
34965,2
34966,8
34967,0
34968,9
34969,6
34970,9
34971,2
34972,8
34973,6
34974,6
34975,5
34976,7
34977,8
34978,9
34979,5
34980,7
34981,1
34982,8
34983,8
34984,7
34985,1
34986,8
34987,8
34988,9
34989,9
34990,6
34991,2
34992,5
34993,4
34994,2
34995,5
34996,8
34997,7
34998,6
34999,8
35000,8
35001,0
35002,6
35003,9
35004,6
35005,8
35006,2
35007,2
35008,2
35009,7
35010,8
35011,0
35012,7
35013,2
35014,2
35015,4
35016,8
35017,6
35018,9
35019,8
35020,8
35021,7
35022,4
35023,7
35024,4
35025,8
35026,8
35027,4
35028,8
35029,8
35030,7
35031,2
35032,8
35033,8
35034,7
35035,7
35036,6
35037,0
35038,7
35039,8
35040,2
35041,6
35042,9
35043,5
35044,4
35045,8
35046,4
35047,1
35048,0
35049,6
35050,2
35051,7
35052,9
35053,6
35054,6
35055,9
35056,8
35057,4
35058,9
35059,6
35060,3
35061,8
35062,9
35063,2
35064,6
35065,2
35066,8
35067,6
35068,8
35069,9
35070,2
35071,9
35072,8
35073,2
35074,1
35075,9
35076,8
35077,8
35078,8
35079,8
35080,6
35081,9
35082,6
35083,6
35084,9
35085,4
35086,9
35087,6
35088,5
35089,2
35090,8
35091,2
35092,6
35093,7
35094,7
35095,2
35096,6
35097,9
35098,6
35099,4
35100,0
35101,8
35102,0
35103,6
35104,9
35105,9
35106,3
35107,2
35108,6
35109,4
35110,7
35111,8
35112,9
35113,4
35114,9
35115,2
35116,7
35117,9
35118,0
35119,8
35120,6
35121,9
35122,8
35123,9
35124,7
35125,2
35126,8
35127,6
35128,8
35129,8
35130,7
35131,9
35132,9
35133,7
35134,9
35135,9
35136,9
35137,7
35138,9
35139,7
35140,9
35141,6
35142,8
35143,7
35144,0
35145,5
35146,7
35147,8
35148,5
35149,4
35150,1
35151,9
35152,0
35153,9
35154,0
35155,5
35156,9
35157,2
35158,2
35159,0
35160,8
35161,9
35162,9
35163,5
35164,7
35165,9
35166,9
35167,1
35168,0
35169,9
35170,2
35171,6
35172,7
35173,5
35174,2
35175,9
35176,1
35177,6
35178,9
35179,7
35180,1
35181,5
35182,9
35183,7
35184,9
35185,8
35186,7
35187,0
35188,5
35189,8
35190,8
35191,7
35192,6
35193,7
35194,7
35195,8
35196,4
35197,4
35198,8
35199,8
35200,6
35201,8
35202,6
35203,9
35204,4
35205,8
35206,2
35207,6
35208,3
35209,7
35210,5
35211,6
35212,7
35213,6
35214,8
35215,6
35216,7
35217,9
35218,9
35219,1
35220,2
35221,9
35222,6
35223,9
35224,1
35225,2
35226,1
35227,9
35228,9
35229,9
35230,8
35231,7
35232,5
35233,7
35234,3
35235,2
35236,4
35237,1
35238,8
35239,3
35240,6
35241,6
35242,6
35243,7
35244,8
35245,6
35246,4
35247,8
35248,7
35249,2
35250,7
35251,3
35252,8
35253,8
35254,6
35255,9
35256,8
35257,6
35258,6
35259,7
35260,5
35261,4
35262,1
35263,2
35264,6
35265,9
35266,5
35267,1
35268,2
35269,6
35270,7
35271,5
35272,1
35273,6
35274,6
35275,7
35276,7
35277,0
35278,9
35279,8
35280,2
35281,6
35282,8
35283,8
35284,2
35285,7
35286,7
35287,2
35288,5
35289,7
35290,8
35291,5
35292,9
35293,8
35294,6
35295,9
35296,9
35297,4
35298,7
35299,5
35300,9
35301,5
35302,7
35303,0
35304,9
35305,7
35306,6
35307,5
35308,9
35309,6
35310,7
35311,9
35312,7
35313,6
35314,8
35315,9
35316,0
35317,2
35318,8
35319,3
35320,4
35321,7
35322,2
35323,8
35324,9
35325,9
35326,9
35327,7
35328,2
35329,0
35330,7
35331,5
35332,8
35333,9
35334,9
35335,2
35336,9
35337,8
35338,9
35339,8
35340,7
35341,1
35342,8
35343,5
35344,9
35345,9
35346,9
35347,9
35348,8
35349,6
35350,7
35351,6
35352,4
35353,8
35354,6
35355,9
35356,9
35357,7
35358,8
35359,1
35360,2
35361,7
35362,9
35363,8
35364,8
35365,2
35366,6
35367,5
35368,0
35369,8
35370,9
35371,8
35372,6
35373,0
35374,9
35375,8
35376,8
35377,7
35378,8
35379,2
35380,6
35381,2
35382,2
35383,8
35384,7
35385,8
35386,8
35387,9
35388,0
35389,9
35390,8
35391,8
35392,6
35393,8
35394,6
35395,2
35396,1
35397,8
35398,4
35399,6
35400,2
35401,8
35402,6
35403,9
35404,2
35405,7
35406,6
35407,2
35408,5
35409,0
35410,7
35411,2
35412,8
35413,8
35414,8
35415,7
35416,9
35417,7
35418,9
35419,8
35420,6
35421,0
35422,8
35423,6
35424,7
35425,9
35426,7
35427,1
35428,7
35429,7
35430,8
35431,7
35432,5
35433,7
35434,3
35435,6
35436,9
35437,8
35438,7
35439,9
35440,2
35441,6
35442,9
35443,2
35444,9
35445,3
35446,2
35447,2
35448,7
35449,0
35450,7
35451,9
35452,4
35453,4
35454,8
35455,2
35456,9
35457,7
35458,2
35459,8
35460,7
35461,9
35462,0
35463,4
35464,4
35465,7
35466,0
35467,8
35468,7
35469,7
35470,8
35471,7
35472,6
35473,9
35474,9
35475,2
35476,7
35477,9
35478,6
35479,4
35480,9
35481,6
35482,6
35483,7
35484,9
35485,9
35486,4
35487,2
35488,1
35489,7
35490,6
35491,9
35492,7
35493,0
35494,9
35495,7
35496,8
35497,1
35498,7
35499,9
35500,4
35501,9
35502,6
35503,1
35504,9
35505,8
35506,2
35507,7
35508,9
35509,0
35510,9
35511,8
35512,6
35513,8
35514,9
35515,3
35516,7
35517,8
35518,8
35519,9
35520,6
35521,8
35522,8
35523,7
35524,9
35525,8
35526,5
35527,8
35528,6
35529,2
35530,9
35531,8
35532,9
35533,7
35534,8
35535,3
35536,8
35537,2
35538,6
35539,7
35540,6
35541,4
35542,6
35543,1
35544,7
35545,7
35546,8
35547,6
35548,8
35549,4
35550,7
35551,6
35552,0
35553,2
35554,6
35555,2
35556,5
35557,9
35558,6
35559,4
35560,9
35561,8
35562,8
35563,9
35564,8
35565,4
35566,8
35567,9
35568,6
35569,9
35570,9
35571,7
35572,9
35573,6
35574,5
35575,7
35576,4
35577,5
35578,8
35579,5
35580,9
35581,6
35582,6
35583,5
35584,8
35585,5
35586,5
35587,9
35588,1
35589,7
35590,6
35591,8
35592,9
35593,0
35594,8
35595,5
35596,9
